Customer_ID,Cryptoasset,Balance,ASOFDATE
0xA475,ltc,1.0122943,2023-06-14
0xA476,xrp,1.0122944,2023-06-14
0xA477,btc,1.0122938,2023-06-14
0xA478,eth,1.0122939,2023-06-14
0xA479,matic_eth,1.012294,2023-06-14
0xA480,trx_eth,1.0122941,2023-06-14
0xA481,usdc,1.0122942,2023-06-14
0xA482,ltc,1.0122943,2023-06-14
0xA483,xrp,1.0122944,2023-06-14
0xA484,btc,1.0122938,2023-06-14
0xA485,eth,1.0122939,2023-06-14
0xA486,matic_eth,1.012294,2023-06-14
0xA487,trx_eth,1.0122941,2023-06-14
0xA488,usdc,1.0122942,2023-06-14
0xA489,ltc,1.0122943,2023-06-14
0xA490,xrp,1.0122944,2023-06-14
0xA491,btc,1.0122938,2023-06-14
0xA492,eth,1.0122939,2023-06-14
0xA493,matic_eth,1.012294,2023-06-14
0xA494,trx_eth,1.0122941,2023-06-14
0xA495,usdc,1.0122942,2023-06-14
0xA496,ltc,1.0122943,2023-06-14
0xA497,xrp,1.0122944,2023-06-14
0xA498,btc,1.0122938,2023-06-14
0xA499,eth,1.0122939,2023-06-14
0xA500,matic_eth,1.012294,2023-06-14
0xA501,trx_eth,1.0122941,2023-06-14
0xA502,usdc,1.0122942,2023-06-14
0xA503,ltc,1.0122943,2023-06-14
0xA504,xrp,1.0122944,2023-06-14
0xA505,btc,1.0122938,2023-06-14
0xA506,eth,1.0122939,2023-06-14
0xA507,matic_eth,1.012294,2023-06-14
0xA508,trx_eth,1.0122941,2023-06-14
0xA509,usdc,1.0122942,2023-06-14
0xA510,ltc,1.0122943,2023-06-14
0xA511,xrp,1.0122944,2023-06-14
0xA512,btc,1.0122938,2023-06-14
0xA513,eth,1.0122939,2023-06-14
0xA514,matic_eth,1.012294,2023-06-14
0xA515,trx_eth,1.0122941,2023-06-14
0xA516,usdc,1.0122942,2023-06-14
0xA517,ltc,1.0122943,2023-06-14
0xA518,xrp,1.0122944,2023-06-14
0xA519,btc,1.0122938,2023-06-14
0xA520,eth,1.0122939,2023-06-14
0xA521,matic_eth,1.012294,2023-06-14
0xA522,trx_eth,1.0122941,2023-06-14
0xA523,usdc,1.0122942,2023-06-14
0xA524,ltc,1.0122943,2023-06-14
0xA525,xrp,1.0122944,2023-06-14
0xA526,btc,1.0122938,2023-06-14
0xA527,eth,1.0122939,2023-06-14
0xA528,matic_eth,1.012294,2023-06-14
0xA529,trx_eth,1.0122941,2023-06-14
0xA530,usdc,1.0122942,2023-06-14
0xA531,ltc,1.0122943,2023-06-14
0xA532,xrp,1.0122944,2023-06-14
0xA533,btc,1.0122938,2023-06-14
0xA534,eth,1.0122939,2023-06-14
0xA535,matic_eth,1.012294,2023-06-14
0xA536,trx_eth,1.0122941,2023-06-14
0xA537,usdc,1.0122942,2023-06-14
0xA538,ltc,1.0122943,2023-06-14
0xA539,xrp,1.0122944,2023-06-14
0xA540,btc,1.0122938,2023-06-14
0xA541,eth,1.0122939,2023-06-14
0xA542,matic_eth,1.012294,2023-06-14
0xA543,trx_eth,1.0122941,2023-06-14
0xA544,usdc,1.0122942,2023-06-14
0xA545,ltc,1.0122943,2023-06-14
0xA546,xrp,1.0122944,2023-06-14
0xA547,btc,1.0122938,2023-06-14
0xA548,eth,1.0122939,2023-06-14
0xA549,matic_eth,1.012294,2023-06-14
0xA550,trx_eth,1.0122941,2023-06-14
0xA551,usdc,1.0122942,2023-06-14
0xA552,ltc,1.0122943,2023-06-14
0xA553,xrp,1.0122944,2023-06-14
0xA554,btc,1.0122938,2023-06-14
0xA555,eth,1.0122939,2023-06-14
0xA556,matic_eth,1.012294,2023-06-14
0xA557,trx_eth,1.0122941,2023-06-14
0xA558,usdc,1.0122942,2023-06-14
0xA559,ltc,1.0122943,2023-06-14
0xA560,xrp,1.0122944,2023-06-14
0xA561,btc,1.0122938,2023-06-14
0xA562,eth,1.0122939,2023-06-14
0xA563,matic_eth,1.012294,2023-06-14
0xA564,trx_eth,1.0122941,2023-06-14
0xA565,usdc,1.0122942,2023-06-14
0xA566,ltc,1.0122943,2023-06-14
0xA567,xrp,1.0122944,2023-06-14
0xA568,btc,1.0122938,2023-06-14
0xA569,eth,1.0122939,2023-06-14
0xA570,matic_eth,1.012294,2023-06-14
0xA571,trx_eth,1.0122941,2023-06-14
0xA572,usdc,1.0122942,2023-06-14
0xA573,ltc,1.0122943,2023-06-14
0xA574,xrp,1.0122944,2023-06-14
0xA575,btc,1.0122938,2023-06-14
0xA576,eth,1.0122939,2023-06-14
0xA577,matic_eth,1.012294,2023-06-14
0xA578,trx_eth,1.0122941,2023-06-14
0xA579,usdc,1.0122942,2023-06-14
0xA580,ltc,1.0122943,2023-06-14
0xA581,xrp,1.0122944,2023-06-14
0xA582,btc,1.0122938,2023-06-14
0xA583,eth,1.0122939,2023-06-14
0xA584,matic_eth,1.012294,2023-06-14
0xA585,trx_eth,1.0122941,2023-06-14
0xA586,usdc,1.0122942,2023-06-14
0xA587,ltc,1.0122943,2023-06-14
0xA588,xrp,1.0122944,2023-06-14
0xA589,btc,1.0122938,2023-06-14
0xA590,eth,1.0122939,2023-06-14
0xA591,matic_eth,1.012294,2023-06-14
0xA592,trx_eth,1.0122941,2023-06-14
0xA593,usdc,1.0122942,2023-06-14
0xA594,ltc,1.0122943,2023-06-14
0xA595,xrp,1.0122944,2023-06-14
0xA596,btc,1.0122938,2023-06-14
0xA597,eth,1.0122939,2023-06-14
0xA598,matic_eth,1.012294,2023-06-14
0xA599,trx_eth,1.0122941,2023-06-14
0xA600,usdc,1.0122942,2023-06-14
0xA601,ltc,1.0122943,2023-06-14
0xA602,xrp,1.0122944,2023-06-14
0xA603,btc,1.0122938,2023-06-14
0xA604,eth,1.0122939,2023-06-14
0xA605,matic_eth,1.012294,2023-06-14
0xA606,trx_eth,1.0122941,2023-06-14
0xA607,usdc,1.0122942,2023-06-14
0xA608,ltc,1.0122943,2023-06-14
0xA609,xrp,1.0122944,2023-06-14
0xA610,btc,1.0122938,2023-06-14
0xA611,eth,1.0122939,2023-06-14
0xA612,matic_eth,1.012294,2023-06-14
0xA613,trx_eth,1.0122941,2023-06-14
0xA614,usdc,1.0122942,2023-06-14
0xA615,ltc,1.0122943,2023-06-14
0xA616,xrp,1.0122944,2023-06-14
0xA617,btc,1.0122938,2023-06-14
0xA618,eth,1.0122939,2023-06-14
0xA619,matic_eth,1.012294,2023-06-14
0xA620,trx_eth,1.0122941,2023-06-14
0xA621,usdc,1.0122942,2023-06-14
0xA622,ltc,1.0122943,2023-06-14
0xA623,xrp,1.0122944,2023-06-14
0xA624,btc,1.0122938,2023-06-14
0xA625,eth,1.0122939,2023-06-14
0xA626,matic_eth,1.012294,2023-06-14
0xA627,trx_eth,1.0122941,2023-06-14
0xA628,usdc,1.0122942,2023-06-14
0xA629,ltc,1.0122943,2023-06-14
